Class,Filename,CrossComp-ID,Composer,Performer,Album,Artist_filter_no,Instrumentation
03_brahms,CrossComp-0234_03_brahms_no.20_in_d_minor.mp3,CrossComp-0234,Brahms; Johannes,Bisengaliev; Lenehan,BRAHMS / JOACHIM: Hungarian Dances,17,orchestra
03_brahms,CrossComp-0235_03_brahms_no.17_in_f_sharp_minor.mp3,CrossComp-0235,Brahms; Johannes,Bisengaliev; Lenehan,BRAHMS / JOACHIM: Hungarian Dances,17,orchestra
03_brahms,CrossComp-0236_03_brahms_no.10_in_f_major_original_in_e_major.mp3,CrossComp-0236,Brahms; Johannes,Bisengaliev; Lenehan,BRAHMS / JOACHIM: Hungarian Dances,17,orchestra
03_brahms,CrossComp-0237_03_brahms_no.9_in_e_minor.mp3,CrossComp-0237,Brahms; Johannes,Bisengaliev; Lenehan,BRAHMS / JOACHIM: Hungarian Dances,17,orchestra
03_brahms,CrossComp-0238_03_brahms_no.8_in_a_minor.mp3,CrossComp-0238,Brahms; Johannes,Bisengaliev; Lenehan,BRAHMS / JOACHIM: Hungarian Dances,17,orchestra
03_brahms,CrossComp-0239_03_brahms_no.5_in_g_minor_original_in_f_sharp_minor.mp3,CrossComp-0239,Brahms; Johannes,Bisengaliev; Lenehan,BRAHMS / JOACHIM: Hungarian Dances,17,orchestra
03_brahms,CrossComp-0240_03_brahms_no.12_in_d_minor.mp3,CrossComp-0240,Brahms; Johannes,Bisengaliev; Lenehan,BRAHMS / JOACHIM: Hungarian Dances,17,orchestra
03_brahms,CrossComp-0241_03_brahms_no.4_in_b_minor_original_in_f_minor.mp3,CrossComp-0241,Brahms; Johannes,Bisengaliev; Lenehan,BRAHMS / JOACHIM: Hungarian Dances,17,orchestra
03_brahms,CrossComp-0242_03_brahms_no.7_in_a_major.mp3,CrossComp-0242,Brahms; Johannes,Bisengaliev; Lenehan,BRAHMS / JOACHIM: Hungarian Dances,17,orchestra
03_brahms,CrossComp-0243_03_brahms_no.21_in_e_minor.mp3,CrossComp-0243,Brahms; Johannes,Bisengaliev; Lenehan,BRAHMS / JOACHIM: Hungarian Dances,17,orchestra
03_brahms,CrossComp-0244_03_brahms_no.2_in_d_minor.mp3,CrossComp-0244,Brahms; Johannes,Bisengaliev; Lenehan,BRAHMS / JOACHIM: Hungarian Dances,17,orchestra
03_brahms,CrossComp-0245_03_brahms_no.6_in_d_major_original_in_d_flat_major.mp3,CrossComp-0245,Brahms; Johannes,Bisengaliev; Lenehan,BRAHMS / JOACHIM: Hungarian Dances,17,orchestra
03_brahms,CrossComp-0246_03_brahms_no.19_in_a_minor.mp3,CrossComp-0246,Brahms; Johannes,Bisengaliev; Lenehan,BRAHMS / JOACHIM: Hungarian Dances,17,orchestra
03_brahms,CrossComp-0247_03_brahms_brahms_hungerian_dances_arr._joachim_no.1_in_g_minor.mp3,CrossComp-0247,Brahms; Johannes,Bisengaliev; Lenehan,BRAHMS / JOACHIM: Hungarian Dances,17,orchestra
03_brahms,CrossComp-0248_03_brahms_no.16_in_g_minor.mp3,CrossComp-0248,Brahms; Johannes,Bisengaliev; Lenehan,BRAHMS / JOACHIM: Hungarian Dances,17,orchestra
03_brahms,CrossComp-0249_03_brahms_no.11_in_d_minor.mp3,CrossComp-0249,Brahms; Johannes,Bisengaliev; Lenehan,BRAHMS / JOACHIM: Hungarian Dances,17,orchestra
03_brahms,CrossComp-0250_03_brahms_no.3_in_f_major.mp3,CrossComp-0250,Brahms; Johannes,Bisengaliev; Lenehan,BRAHMS / JOACHIM: Hungarian Dances,17,orchestra
03_brahms,CrossComp-0251_03_brahms_no.18_in_d_major.mp3,CrossComp-0251,Brahms; Johannes,Bisengaliev; Lenehan,BRAHMS / JOACHIM: Hungarian Dances,17,orchestra
03_brahms,CrossComp-0252_03_brahms_no.14_in_d_minor.mp3,CrossComp-0252,Brahms; Johannes,Bisengaliev; Lenehan,BRAHMS / JOACHIM: Hungarian Dances,17,orchestra
03_brahms,CrossComp-0253_03_brahms_no.13_in_d_major.mp3,CrossComp-0253,Brahms; Johannes,Bisengaliev; Lenehan,BRAHMS / JOACHIM: Hungarian Dances,17,orchestra
03_brahms,CrossComp-0254_03_brahms_symphony_no.2_in_d_major_op.73allegro_non_troppo.mp3,CrossComp-0254,Brahms; Johannes,Kohn; Matthies,BRAHMS; J.: Four-Hand Piano Music; Vol. 7 ,18,orchestra
03_brahms,CrossComp-0255_03_brahms_symphony_no.2_in_d_major_op.73adagio_non_troppo.mp3,CrossComp-0255,Brahms; Johannes,Kohn; Matthies,BRAHMS; J.: Four-Hand Piano Music; Vol. 7 ,18,orchestra
03_brahms,CrossComp-0256_03_brahms_symphony_no.3_in_f_major_op.90allegro.mp3,CrossComp-0256,Brahms; Johannes,Kohn; Matthies,BRAHMS; J.: Four-Hand Piano Music; Vol. 7 ,18,orchestra; choral
03_brahms,CrossComp-0257_03_brahms_symphony_no.2_in_d_major_op.73allegretto_grazioso_quasi_andantinopresto_ma_non_assai.mp3,CrossComp-0257,Brahms; Johannes,Kohn; Matthies,BRAHMS; J.: Four-Hand Piano Music; Vol. 7 ,18,orchestra; choral
03_brahms,CrossComp-0258_03_brahms_symphony_no.3_in_f_major_op.90andante.mp3,CrossComp-0258,Brahms; Johannes,Kohn; Matthies,BRAHMS; J.: Four-Hand Piano Music; Vol. 7 ,18,orchestra; choral
03_brahms,CrossComp-0259_03_brahms_symphony_no.3_in_f_major_op.90un_poco_allegretto.mp3,CrossComp-0259,Brahms; Johannes,Kohn; Matthies,BRAHMS; J.: Four-Hand Piano Music; Vol. 7 ,18,orchestra; choral
03_brahms,CrossComp-0260_03_brahms_symphony_no.3_in_f_major_op.90allegro_con_brio.mp3,CrossComp-0260,Brahms; Johannes,Kohn; Matthies,BRAHMS; J.: Four-Hand Piano Music; Vol. 7 ,18,piano
03_brahms,CrossComp-0261_03_brahms_symphony_no.2_in_d_major_op.73allegro_con_spirito.mp3,CrossComp-0261,Brahms; Johannes,Kohn; Matthies,BRAHMS; J.: Four-Hand Piano Music; Vol. 7 ,18,piano
03_brahms,CrossComp-0262_03_brahms_three_intermezzi_op._117_no._1_in_e_flat_major_andante_moderato.mp3,CrossComp-0262,Brahms; Johannes,Biret,BRAHMS; J.: Intermezzi; Op. 117 / Piano Pieces; Opp. 118-119,12,piano
03_brahms,CrossComp-0263_03_brahms_piano_pieces_op._119_intermezzo_in_e_minor_andantino_un_poco_agitato.mp3,CrossComp-0263,Brahms; Johannes,Biret,BRAHMS; J.: Intermezzi; Op. 117 / Piano Pieces; Opp. 118-119,12,piano
03_brahms,CrossComp-0264_03_brahms_piano_pieces_op._118_intermezzo_in_a_minor_allegro_non_assai_ma_molto_appassionato.mp3,CrossComp-0264,Brahms; Johannes,Biret,BRAHMS; J.: Intermezzi; Op. 117 / Piano Pieces; Opp. 118-119,12,piano
03_brahms,CrossComp-0265_03_brahms_three_intermezzi_op._117_no._2_in_b_flat_minor_andante_non_tropo_e_con_molto.mp3,CrossComp-0265,Brahms; Johannes,Biret,BRAHMS; J.: Intermezzi; Op. 117 / Piano Pieces; Opp. 118-119,12,piano
03_brahms,CrossComp-0266_03_brahms_three_intermezzi_op._117_no._3_in_c_sharp_minor_andante_con_moto.mp3,CrossComp-0266,Brahms; Johannes,Biret,BRAHMS; J.: Intermezzi; Op. 117 / Piano Pieces; Opp. 118-119,12,piano
03_brahms,CrossComp-0267_03_brahms_piano_pieces_op._119_intermezzo_in_c_major_grazioso_e_glocoso.mp3,CrossComp-0267,Brahms; Johannes,Biret,BRAHMS; J.: Intermezzi; Op. 117 / Piano Pieces; Opp. 118-119,12,piano
03_brahms,CrossComp-0268_03_brahms_piano_pieces_op._119_rhapsody_in_e_flat_major_allegro_risoluto.mp3,CrossComp-0268,Brahms; Johannes,Biret,BRAHMS; J.: Intermezzi; Op. 117 / Piano Pieces; Opp. 118-119,12,piano
03_brahms,CrossComp-0269_03_brahms_piano_pieces_op._118_intermezzo_in_a_major_andante_teneramente.mp3,CrossComp-0269,Brahms; Johannes,Biret,BRAHMS; J.: Intermezzi; Op. 117 / Piano Pieces; Opp. 118-119,12,piano
03_brahms,CrossComp-0270_03_brahms_piano_pieces_op._118_ballade_in_g_minor_allegro_energico.mp3,CrossComp-0270,Brahms; Johannes,Biret,BRAHMS; J.: Intermezzi; Op. 117 / Piano Pieces; Opp. 118-119,12,piano
03_brahms,CrossComp-0271_03_brahms_piano_pieces_op._118_intermezzo_in_f_minor_allegretto_un_poco_agitato.mp3,CrossComp-0271,Brahms; Johannes,Biret,BRAHMS; J.: Intermezzi; Op. 117 / Piano Pieces; Opp. 118-119,12,piano
03_brahms,CrossComp-0272_03_brahms_piano_pieces_op._118_intermezzo_in_e_flat_major_andante._largo_e_mesto.mp3,CrossComp-0272,Brahms; Johannes,Biret,BRAHMS; J.: Intermezzi; Op. 117 / Piano Pieces; Opp. 118-119,12,piano
03_brahms,CrossComp-0273_03_brahms_piano_pieces_op._119_intermezzo_in_b_minor_adagio.mp3,CrossComp-0273,Brahms; Johannes,Biret,BRAHMS; J.: Intermezzi; Op. 117 / Piano Pieces; Opp. 118-119,12,piano
03_brahms,CrossComp-0274_03_brahms_piano_pieces_op._118_romanze_in_f_major_andante.mp3,CrossComp-0274,Brahms; Johannes,Biret,BRAHMS; J.: Intermezzi; Op. 117 / Piano Pieces; Opp. 118-119,12,piano
03_brahms,CrossComp-0275_03_brahms_andante.mp3,CrossComp-0275,Brahms; Johannes,Biret,BRAHMS; J.: Piano Concerto No.2 / SCHUMANN; R.: Introduction and Allegro appasionato,12,piano
03_brahms,CrossComp-0276_03_brahms_allegro_appassionato.mp3,CrossComp-0276,Brahms; Johannes,Biret,BRAHMS; J.: Piano Concerto No.2 / SCHUMANN; R.: Introduction and Allegro appasionato,12,piano
03_brahms,CrossComp-0277_03_brahms_allegro_non_troppo.mp3,CrossComp-0277,Brahms; Johannes,Biret,BRAHMS; J.: Piano Concerto No.2 / SCHUMANN; R.: Introduction and Allegro appasionato,12,piano
03_brahms,CrossComp-0278_03_brahms_allegretto_graziozo.mp3,CrossComp-0278,Brahms; Johannes,Biret,BRAHMS; J.: Piano Concerto No.2 / SCHUMANN; R.: Introduction and Allegro appasionato,12,piano
03_brahms,CrossComp-0279_03_brahms_string_quartet_in_a_minor_op._51_no._2_quasi_minuetto_moderatto.mp3,CrossComp-0279,Brahms; Johannes,Quartet,BRAHMS: String Quartets Op. 51;Nos. 1 and 2,19,ensemble; viola; cello; violin
03_brahms,CrossComp-0280_03_brahms_string_quartet_in_c_minor_op._51_no._1_allegro.mp3,CrossComp-0280,Brahms; Johannes,Quartet,BRAHMS: String Quartets Op. 51;Nos. 1 and 2,19,ensemble; viola; cello; violin
03_brahms,CrossComp-0281_03_brahms_string_quartet_in_a_minor_op._51_no._2_andante_moderato.mp3,CrossComp-0281,Brahms; Johannes,Quartet,BRAHMS: String Quartets Op. 51;Nos. 1 and 2,19,ensemble; viola; cello; violin
03_brahms,CrossComp-0282_03_brahms_string_quartet_in_c_minor_op._51_no._1_romanze_poco_adagio.mp3,CrossComp-0282,Brahms; Johannes,Quartet,BRAHMS: String Quartets Op. 51;Nos. 1 and 2,19,ensemble; viola; cello; violin
03_brahms,CrossComp-0283_03_brahms_string_quartet_in_a_minor_op._51_no._2_allegro_non_troppo.mp3,CrossComp-0283,Brahms; Johannes,Quartet,BRAHMS: String Quartets Op. 51;Nos. 1 and 2,19,ensemble; viola; cello; violin
03_brahms,CrossComp-0284_03_brahms_string_quartet_in_a_minor_op._51_no._2_finale_allegro_non_assai.mp3,CrossComp-0284,Brahms; Johannes,Quartet,BRAHMS: String Quartets Op. 51;Nos. 1 and 2,19,ensemble; viola; cello; violin
03_brahms,CrossComp-0285_03_brahms_string_quartet_in_c_minor_op._51_no._1_allegretto_molto_moderato_e_comodo.mp3,CrossComp-0285,Brahms; Johannes,Quartet,BRAHMS: String Quartets Op. 51;Nos. 1 and 2,19,ensemble; viola; cello; violin
03_brahms,CrossComp-0286_03_brahms_herzliebster_jesu.mp3,CrossComp-0286,Brahms; Johannes,Parkins,BRAHMS: Organ Works,20,organ
03_brahms,CrossComp-0287_03_brahms_fugue_in_a_flat_minor.mp3,CrossComp-0287,Brahms; Johannes,Parkins,BRAHMS: Organ Works,20,organ
03_brahms,CrossComp-0288_03_brahms_herzlich_tut_mich_verlangen.mp3,CrossComp-0288,Brahms; Johannes,Parkins,BRAHMS: Organ Works,20,organ
03_brahms,CrossComp-0289_03_brahms_prelude_and_fugue_in_g_minor.mp3,CrossComp-0289,Brahms; Johannes,Parkins,BRAHMS: Organ Works,20,organ
03_brahms,CrossComp-0290_03_brahms_herzlich_tut_mich_verlanger.mp3,CrossComp-0290,Brahms; Johannes,Parkins,BRAHMS: Organ Works,20,organ
03_brahms,CrossComp-0291_03_brahms_o_wie_selig_seid_ihr_doch.mp3,CrossComp-0291,Brahms; Johannes,Parkins,BRAHMS: Organ Works,20,organ
03_brahms,CrossComp-0292_03_brahms_es_is_ein_ros_entsprungen.mp3,CrossComp-0292,Brahms; Johannes,Parkins,BRAHMS: Organ Works,20,organ
03_brahms,CrossComp-0293_03_brahms_prelude_and_fugue_in_a_minor.mp3,CrossComp-0293,Brahms; Johannes,Parkins,BRAHMS: Organ Works,20,organ
03_brahms,CrossComp-0294_03_brahms_mein_jesu_der_du_mich.mp3,CrossComp-0294,Brahms; Johannes,Parkins,BRAHMS: Organ Works,20,organ
03_brahms,CrossComp-0295_03_brahms_schmucke_dich_o_liebe_seele.mp3,CrossComp-0295,Brahms; Johannes,Parkins,BRAHMS: Organ Works,20,organ
03_brahms,CrossComp-0296_03_brahms_chorale_prelude_and_fugue_in_a_minor_on_o_traurigkeit....mp3,CrossComp-0296,Brahms; Johannes,Parkins,BRAHMS: Organ Works,20,organ
03_brahms,CrossComp-0297_03_brahms_o_gott_du_frommer_gott.mp3,CrossComp-0297,Brahms; Johannes,Parkins,BRAHMS: Organ Works,20,organ
03_brahms,CrossComp-0298_03_brahms_o_welt_ich_muss_dich_lassen.mp3,CrossComp-0298,Brahms; Johannes,Parkins,BRAHMS: Organ Works,20,organ
03_brahms,CrossComp-0299_03_brahms_herzlich_tut_mich_erfreuen.mp3,CrossComp-0299,Brahms; Johannes,Parkins,BRAHMS: Organ Works,20,organ
03_brahms,CrossComp-0300_03_brahms_string_sextet_no_1_in_b_flat_major_op_18.mp3,CrossComp-0300,Brahms; Johannes,Stuttgart Soloist,BRAHMS: String Sextets Nos. 1 and 2,21,ensemble
04_dvorak,CrossComp-0301_04_dvorak_silent_woods_op.68_no.5.mp3,CrossComp-0301,Dvorak; Antonin,Qian; Battersby,DVORAK: Works for Violin and Piano,22,ensemble; violin; piano
04_dvorak,CrossComp-0302_04_dvorak_songs_my_mother_taught_me_op.55_no.4_arr._kreisler.mp3,CrossComp-0302,Dvorak; Antonin,Qian; Battersby,DVORAK: Works for Violin and Piano,22,ensemble; violin; piano
04_dvorak,CrossComp-0303_04_dvorak_ballad_in_d_minor_op.15_no.1.mp3,CrossComp-0303,Dvorak; Antonin,Qian; Battersby,DVORAK: Works for Violin and Piano,22,ensemble; violin; piano
04_dvorak,CrossComp-0304_04_dvorak_slavonic_dances_op.72_no.16_in_g_major_arr._kreisler.mp3,CrossComp-0304,Dvorak; Antonin,Qian; Battersby,DVORAK: Works for Violin and Piano,22,ensemble; violin; piano
04_dvorak,CrossComp-0305_04_dvorak_capriccio_rondo_di_concerto_b.81.mp3,CrossComp-0305,Dvorak; Antonin,Qian; Battersby,DVORAK: Works for Violin and Piano,22,ensemble; violin; piano
04_dvorak,CrossComp-0306_04_dvorak_violin_sonata_in_f_major_op.57__allegro_molto.mp3,CrossComp-0306,Dvorak; Antonin,Qian; Battersby,DVORAK: Works for Violin and Piano,22,ensemble; violin; piano
04_dvorak,CrossComp-0307_04_dvorak_violin_sonata_in_f_major_op.57__poco_sostenuto.mp3,CrossComp-0307,Dvorak; Antonin,Qian; Battersby,DVORAK: Works for Violin and Piano,22,ensemble; violin; piano
04_dvorak,CrossComp-0308_04_dvorak_rverie_op.85_no.6_arr._paul_klengel.mp3,CrossComp-0308,Dvorak; Antonin,Qian; Battersby,DVORAK: Works for Violin and Piano,22,ensemble; violin; piano
04_dvorak,CrossComp-0309_04_dvorak_humoresque_op.101_no.7.mp3,CrossComp-0309,Dvorak; Antonin,Qian; Battersby,DVORAK: Works for Violin and Piano,22,ensemble; violin; piano
04_dvorak,CrossComp-0310_04_dvorak_four_romatic_pieces_op.75__iv._larghetto.mp3,CrossComp-0310,Dvorak; Antonin,Qian; Battersby,DVORAK: Works for Violin and Piano,22,ensemble; violin; piano
04_dvorak,CrossComp-0311_04_dvorak_four_romatic_pieces_op.75__i._allegro_moderato.mp3,CrossComp-0311,Dvorak; Antonin,Qian; Battersby,DVORAK: Works for Violin and Piano,22,ensemble; violin; piano
04_dvorak,CrossComp-0312_04_dvorak_violin_sonatina_in_g_major_op._100__scherzo_molto_vivace.mp3,CrossComp-0312,Dvorak; Antonin,Qian; Battersby,DVORAK: Works for Violin and Piano,22,ensemble; violin; piano
04_dvorak,CrossComp-0313_04_dvorak_nocturne_in_b_major_op.40.mp3,CrossComp-0313,Dvorak; Antonin,Qian; Battersby,DVORAK: Works for Violin and Piano,22,ensemble; violin; piano
04_dvorak,CrossComp-0314_04_dvorak_violin_sonatina_in_g_major_op._100__allegro_risoluto.mp3,CrossComp-0314,Dvorak; Antonin,Qian; Battersby,DVORAK: Works for Violin and Piano,22,ensemble; violin; piano
04_dvorak,CrossComp-0315_04_dvorak_mazurek_in_e_minor_op.49.mp3,CrossComp-0315,Dvorak; Antonin,Qian; Battersby,DVORAK: Works for Violin and Piano,22,ensemble; violin; piano
04_dvorak,CrossComp-0316_04_dvorak_slavonic_dances_op.72_no.10_in_e_minor_arr._kreisler.mp3,CrossComp-0316,Dvorak; Antonin,Qian; Battersby,DVORAK: Works for Violin and Piano,22,ensemble; violin; piano
04_dvorak,CrossComp-0317_04_dvorak_romance_in_f_minor_op.11.mp3,CrossComp-0317,Dvorak; Antonin,Qian; Battersby,DVORAK: Works for Violin and Piano,22,ensemble; violin; piano
04_dvorak,CrossComp-0318_04_dvorak_violin_sonata_in_f_major_op.57__allegro_ma_non_troppo.mp3,CrossComp-0318,Dvorak; Antonin,Qian; Battersby,DVORAK: Works for Violin and Piano,22,ensemble; violin; piano
04_dvorak,CrossComp-0319_04_dvorak_slavonic_dances_op.46_no.2_in_g_minor_arr._kreisler.mp3,CrossComp-0319,Dvorak; Antonin,Qian; Battersby,DVORAK: Works for Violin and Piano,22,ensemble; violin; piano
04_dvorak,CrossComp-0320_04_dvorak_violin_sonatina_in_g_major_op._100__allegro.mp3,CrossComp-0320,Dvorak; Antonin,Qian; Battersby,DVORAK: Works for Violin and Piano,22,ensemble; violin; piano
04_dvorak,CrossComp-0321_04_dvorak_four_romatic_pieces_op.75__iii._allegro_appassionato.mp3,CrossComp-0321,Dvorak; Antonin,Qian; Battersby,DVORAK: Works for Violin and Piano,22,ensemble; violin; piano
04_dvorak,CrossComp-0322_04_dvorak_four_romatic_pieces_op.75__ii._allegro_maestoso.mp3,CrossComp-0322,Dvorak; Antonin,Qian; Battersby,DVORAK: Works for Violin and Piano,22,ensemble; violin; piano
04_dvorak,CrossComp-0323_04_dvorak_violin_sonatina_in_g_major_op._100__larghetto.mp3,CrossComp-0323,Dvorak; Antonin,Qian; Battersby,DVORAK: Works for Violin and Piano,22,ensemble; violin; piano
04_dvorak,CrossComp-0324_04_dvorak_quartet_no._7_in_a_op._16_2._andante_cantabile.mp3,CrossComp-0324,Dvorak; Antonin,Vlach Quartet Prague ,DVORAK; A.: String Quartets; Vol. 6,23,ensemble; piano; cello; viola; violin
04_dvorak,CrossComp-0325_04_dvorak_quartet_no._7_in_a_op._16_3._allegro_scherzando.mp3,CrossComp-0325,Dvorak; Antonin,Vlach Quartet Prague ,DVORAK; A.: String Quartets; Vol. 6,23,ensemble; piano; cello; viola; violin
04_dvorak,CrossComp-0326_04_dvorak_quartet_no._7_in_a_op._16_1._allegro_ma_non_troppo.mp3,CrossComp-0326,Dvorak; Antonin,Vlach Quartet Prague ,DVORAK; A.: String Quartets; Vol. 6,23,ensemble; piano; cello; viola; violin
04_dvorak,CrossComp-0327_04_dvorak_quartet_no._5_in_f_op._9_4._finale_allegro_molto.mp3,CrossComp-0327,Dvorak; Antonin,Vlach Quartet Prague ,DVORAK; A.: String Quartets; Vol. 6,23,ensemble; piano; cello; viola; violin
04_dvorak,CrossComp-0328_04_dvorak_quartet_no._7_in_a_op._16_4._allegro_ma_non_troppo.mp3,CrossComp-0328,Dvorak; Antonin,Vlach Quartet Prague ,DVORAK; A.: String Quartets; Vol. 6,23,ensemble; piano; cello; viola; violin
04_dvorak,CrossComp-0329_04_dvorak_quartet_no._5_in_f_op._9_2._andante_con_moto_quasi_allegretto.mp3,CrossComp-0329,Dvorak; Antonin,Vlach Quartet Prague ,DVORAK; A.: String Quartets; Vol. 6,23,ensemble; piano; cello; viola; violin
04_dvorak,CrossComp-0330_04_dvorak_quartet_no._5_in_f_op._9_3._tempo_di_valse.mp3,CrossComp-0330,Dvorak; Antonin,Vlach Quartet Prague ,DVORAK; A.: String Quartets; Vol. 6,23,ensemble; piano; cello; viola; violin
04_dvorak,CrossComp-0331_04_dvorak_quartet_no._5_in_f_op._9_1._moderato__allegro_con_brio.mp3,CrossComp-0331,Dvorak; Antonin,Vlach Quartet Prague ,DVORAK; A.: String Quartets; Vol. 6,23,ensemble; piano; cello; viola; violin
04_dvorak,CrossComp-0332_04_dvorak_andante_sostenuto_e_molto_cantabile.mp3,CrossComp-0332,Dvorak; Antonin,Slovak Philharmonic Orchestra; Grunzenhauser,DVORAK: Symphonies Nos. 4 and 8,10,orchestra
04_dvorak,CrossComp-0333_04_dvorak_scherzo_allegro_feroce.mp3,CrossComp-0333,Dvorak; Antonin,Slovak Philharmonic Orchestra; Grunzenhauser,DVORAK: Symphonies Nos. 4 and 8,10,orchestra
04_dvorak,CrossComp-0334_04_dvorak_allegro_ma_non_troppo.mp3,CrossComp-0334,Dvorak; Antonin,Slovak Philharmonic Orchestra; Grunzenhauser,DVORAK: Symphonies Nos. 4 and 8,10,orchestra
04_dvorak,CrossComp-0335_04_dvorak_allegro_con_brio.mp3,CrossComp-0335,Dvorak; Antonin,Slovak Philharmonic Orchestra; Grunzenhauser,DVORAK: Symphonies Nos. 4 and 8,10,orchestra
04_dvorak,CrossComp-0336_04_dvorak_allegro.mp3,CrossComp-0336,Dvorak; Antonin,Slovak Philharmonic Orchestra; Grunzenhauser,DVORAK: Symphonies Nos. 4 and 8,10,orchestra
04_dvorak,CrossComp-0337_04_dvorak_adagio.mp3,CrossComp-0337,Dvorak; Antonin,Slovak Philharmonic Orchestra; Grunzenhauser,DVORAK: Symphonies Nos. 4 and 8,10,orchestra
04_dvorak,CrossComp-0338_04_dvorak_finale_allegro_con_brio.mp3,CrossComp-0338,Dvorak; Antonin,Slovak Philharmonic Orchestra; Grunzenhauser,DVORAK: Symphonies Nos. 4 and 8,10,orchestra
04_dvorak,CrossComp-0339_04_dvorak_allegretto_grazioso__molto_vivace.mp3,CrossComp-0339,Dvorak; Antonin,Slovak Philharmonic Orchestra; Grunzenhauser,DVORAK: Symphonies Nos. 4 and 8,10,orchestra
04_dvorak,CrossComp-0340_04_dvorak_slavonic_dances_op.46_b78_1_no.1_in_c_major.mp3,CrossComp-0340,Dvorak; Antonin,Kohn; Matthies,DVORAK: Four-Hand Piano Music; Vol. 2,18,piano
04_dvorak,CrossComp-0341_04_dvorak_no.12_in_d_flat_major.mp3,CrossComp-0341,Dvorak; Antonin,Kohn; Matthies,DVORAK: Four-Hand Piano Music; Vol. 2,18,piano
04_dvorak,CrossComp-0342_04_dvorak_no.7_in_c_minor.mp3,CrossComp-0342,Dvorak; Antonin,Kohn; Matthies,DVORAK: Four-Hand Piano Music; Vol. 2,18,piano
04_dvorak,CrossComp-0343_04_dvorak_no.16_in_a_flat_major.mp3,CrossComp-0343,Dvorak; Antonin,Kohn; Matthies,DVORAK: Four-Hand Piano Music; Vol. 2,18,piano
04_dvorak,CrossComp-0344_04_dvorak_no.2_in_e_minor.mp3,CrossComp-0344,Dvorak; Antonin,Kohn; Matthies,DVORAK: Four-Hand Piano Music; Vol. 2,18,piano
04_dvorak,CrossComp-0345_04_dvorak_no.6_in_a_flat_major.mp3,CrossComp-0345,Dvorak; Antonin,Kohn; Matthies,DVORAK: Four-Hand Piano Music; Vol. 2,18,piano
04_dvorak,CrossComp-0346_04_dvorak_no.11_in_f_major.mp3,CrossComp-0346,Dvorak; Antonin,Kohn; Matthies,DVORAK: Four-Hand Piano Music; Vol. 2,18,piano
04_dvorak,CrossComp-0347_04_dvorak_no.5_in_a_major.mp3,CrossComp-0347,Dvorak; Antonin,Kohn; Matthies,DVORAK: Four-Hand Piano Music; Vol. 2,18,piano
04_dvorak,CrossComp-0348_04_dvorak_no.14_in_b_flat_major.mp3,CrossComp-0348,Dvorak; Antonin,Kohn; Matthies,DVORAK: Four-Hand Piano Music; Vol. 2,18,piano
04_dvorak,CrossComp-0349_04_dvorak_no.13_in_b_flat_minor.mp3,CrossComp-0349,Dvorak; Antonin,Kohn; Matthies,DVORAK: Four-Hand Piano Music; Vol. 2,18,piano
04_dvorak,CrossComp-0350_04_dvorak_no.10_in_e_minor.mp3,CrossComp-0350,Dvorak; Antonin,Kohn; Matthies,DVORAK: Four-Hand Piano Music; Vol. 2,18,piano
04_dvorak,CrossComp-0351_04_dvorak_no.4_in_f_major.mp3,CrossComp-0351,Dvorak; Antonin,Kohn; Matthies,DVORAK: Four-Hand Piano Music; Vol. 2,18,piano
04_dvorak,CrossComp-0352_04_dvorak_no.3_in_d_major.mp3,CrossComp-0352,Dvorak; Antonin,Kohn; Matthies,DVORAK: Four-Hand Piano Music; Vol. 2,18,piano
04_dvorak,CrossComp-0353_04_dvorak_no.15_in_a_major.mp3,CrossComp-0353,Dvorak; Antonin,Kohn; Matthies,DVORAK: Four-Hand Piano Music; Vol. 2,18,piano
04_dvorak,CrossComp-0354_04_dvorak_slavonic_dances_op.72_b_145_9_no.9_in_b_major.mp3,CrossComp-0354,Dvorak; Antonin,Kohn; Matthies,DVORAK: Four-Hand Piano Music; Vol. 2,18,piano
04_dvorak,CrossComp-0355_04_dvorak_no.8_in_g_minor.mp3,CrossComp-0355,Dvorak; Antonin,Kohn; Matthies,DVORAK: Four-Hand Piano Music; Vol. 2,18,piano
04_dvorak,CrossComp-0356_04_dvorak_sq14_in_a_flat_major_op.105_i._adagio_ma_non_troppo_allegro_appassionato.mp3,CrossComp-0356,Dvorak; Antonin,Vlach Quartet Prague ,DVORAK; A.: String Quartets; Vol. 4,23,ensemble; piano; cello; viola; violin
04_dvorak,CrossComp-0357_04_dvorak_sq10_in_e_flat_major_op.51_i_allegro_ma_non_troppo.mp3,CrossComp-0357,Dvorak; Antonin,Vlach Quartet Prague ,DVORAK; A.: String Quartets; Vol. 4,23,ensemble; piano; cello; viola; violin
04_dvorak,CrossComp-0358_04_dvorak_iii._romanza_andante_con_moto.mp3,CrossComp-0358,Dvorak; Antonin,Vlach Quartet Prague ,DVORAK; A.: String Quartets; Vol. 4,23,ensemble; piano; cello; viola; violin
04_dvorak,CrossComp-0359_04_dvorak_iv._allegro_non_tanto.mp3,CrossComp-0359,Dvorak; Antonin,Vlach Quartet Prague ,DVORAK; A.: String Quartets; Vol. 4,23,ensemble; piano; cello; viola; violin
04_dvorak,CrossComp-0360_04_dvorak_ii._molto_vivace.mp3,CrossComp-0360,Dvorak; Antonin,Vlach Quartet Prague ,DVORAK; A.: String Quartets; Vol. 4,23,ensemble; piano; cello; viola; violin
